"","C03_C","C03_R","C03_S","A33_C","A33_R","A33_S","CC_AC_stat","CC_AC_df","CC_AC_p_value","CC_AC_padj","CC_CS_stat","CC_CS_df","CC_CS_p_value","CC_CS_padj","CC_CR_stat","CC_CR_df","CC_CR_p_value","CC_CR_padj","CS_CR_stat","CS_CR_df","CS_CR_p_value","CS_CR_padj","AC_AS_stat","AC_AS_df","AC_AS_p_value","AC_AS_padj","AC_AR_stat","AC_AR_df","AC_AR_p_value","AC_AR_padj","AS_AR_stat","AS_AR_df","AS_AR_p_value","AS_AR_padj"
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.406264257644345,-0.506228500905357,-0.503555708920689,0.48913780815321,0.269801941772411,0.557027307203554,-2.06141723840181,NA,0.0392632516630416,0.53071499744384,0.241574760204703,NA,0.809109681336705,0.999969541172179,0.236170948469967,NA,0.813300021692587,0.998628111233479,0.00613086258182025,NA,0.995108310045961,0.999983754542063,-0.157393945814885,NA,0.874934384530579,0.999923386906292,0.480213888818732,NA,0.631075311975478,0.999983542278874,0.699461442224624,NA,0.484263701402533,0.999967687271458
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.570779131283742,0.368296042595433,-0.366654256706716,0.634417041213503,0.448622134186792,-0.462931335489333,-2.7748586010901,NA,0.00552257128333287,0.455724993830716,-0.506852529945253,NA,0.61225829529081,0.999969541172179,-2.21865614737696,NA,0.026510126564526,0.958666352344729,-1.685763091093,NA,0.0918414394297707,0.999983754542063,2.54410495053669,NA,0.0109558161268471,0.999923386906292,0.406807524108205,NA,0.684149360124577,0.999983542278874,-2.21985155545071,NA,0.0264288459176074,0.999967687271458
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.550191605774412,0.372867571433071,-0.431557683719532,0.534426731302514,0.424120147279176,-0.165422079395468,-2.49714772615074,NA,0.0125196788926037,0.46571654581263,-0.294575163453764,NA,0.768318437389808,0.999969541172179,-2.18080623890984,NA,0.0291977509268361,0.958666352344729,-1.8451358690286,NA,0.0650177765862448,0.999983754542063,1.62241277260957,NA,0.104714996142692,0.999923386906292,0.241513988277845,NA,0.809156776238729,0.999983542278874,-1.43559595087267,NA,0.151117347598997,0.999967687271458
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.355722153160186,-0.104580252737153,-0.485495067114235,0.633828816077996,0.486877894217204,0.162086207828123,-2.27824699205464,NA,0.0227118659220574,0.483102201281788,0.322221690776343,NA,0.74728475322382,0.999969541172179,-0.593294925842026,NA,0.552983794000299,0.998628111233479,-0.873691564939934,NA,0.382286245792506,0.999983754542063,1.09364586071014,NA,0.274110327282047,0.999923386906292,0.321759246341104,NA,0.747635090423436,0.999983542278874,-0.790916127296586,NA,0.428992936698853,0.999967687271458
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.480107299732038,0.374315603174669,-0.619119231424232,0.546889783323451,0.575776024930445,0.226582106762675,-2.36445262603162,NA,0.0180567365664796,0.475831287335455,0.345182842535828,NA,0.729956916647975,0.999969541172179,-2.01861136672635,NA,0.0435276286719587,0.969247834628142,-2.27875682577107,NA,0.0226815246820148,0.999983754542063,0.742557334617874,NA,0.457749727530591,0.999923386906292,-0.0632482686676299,NA,0.949568808853204,0.999983542278874,-0.850368774321518,NA,0.395120091004876,0.999967687271458
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.652358379871245,0.00695221623074982,-0.746871502696791,0.542851690663083,0.663150968642189,0.274456759505391,-2.75185378598401,NA,0.00592589724421413,0.455724993830716,0.234709409128987,NA,0.814434284292194,0.999969541172179,-1.55766196610218,NA,0.119313401029932,0.998628111233479,-1.7291259070003,NA,0.0837865633871686,0.999983754542063,0.622213251203465,NA,0.533801653825387,0.999923386906292,-0.263409278844873,NA,0.792235139586118,0.999983542278874,-0.946597386159004,NA,0.343843976378071,0.999967687271458
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.492258888552473,0.468857420371836,-0.334229956269393,0.437603893843911,0.506512547191562,0.0597524247933758,-2.14076506731471,NA,0.0322929883397769,0.525572128621099,-0.392383293785385,NA,0.694775027991527,0.999969541172179,-2.27073631993978,NA,0.0231629449473366,0.958666352344729,-1.84208418454588,NA,0.0654628368153586,0.999983754542063,0.875921666753342,NA,0.381072619842103,0.999923386906292,-0.150873341823308,NA,0.880075629880844,0.999983542278874,-1.08792566731131,NA,0.276627923917757,0.999967687271458
"GOBP_RRNA_5_END_PROCESSING",-0.240342228440057,0.444659727741693,-0.23754801671928,0.661944251479009,0.494266303101771,0.194436711975043,-2.07732516635601,NA,0.0377715578407068,0.529959773628114,-0.00693757958140816,NA,0.994464656765377,0.999969541172179,-1.6183050089555,NA,0.105596881757417,0.998628111233479,-1.56479582186586,NA,0.117630791745057,0.999983754542063,1.08384165521032,NA,0.278435012391848,0.999923386906292,0.367146316244484,NA,0.713509880605049,0.999983542278874,-0.730133801873331,NA,0.465308401556191,0.999967687271458
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.457085605588279,0.201734146846878,-0.285904602366429,0.562481945221942,0.427525861279263,0.18391116419331,-2.3473464623688,NA,0.0189076640566956,0.475831287335455,-0.425033693348626,NA,0.67081211301293,0.999969541172179,-1.55643795487369,NA,0.119603985725027,0.998628111233479,-1.11846493214487,NA,0.263368475680124,0.999983754542063,0.877626392742868,NA,0.380146501582563,0.999923386906292,0.29548594288421,NA,0.767622689162837,0.999983542278874,-0.593230141023396,NA,0.553027143697836,0.999967687271458
"GOBP_LUTEINIZATION",0.4589861963783,-0.170067161327788,0.16427819828655,-0.471219258797509,-0.194963523852894,0.0899890444704327,2.14155460696476,NA,0.032229339819907,0.525572128621099,0.731771593400946,NA,0.464307990094538,0.999969541172179,1.48612704824338,NA,0.137245519081025,0.998628111233479,0.766873732912833,NA,0.443156592355175,0.999983754542063,-1.30096682622271,NA,0.193269810081983,0.999923386906292,-0.604817711553427,NA,0.545300123941785,0.999983542278874,0.69385599917684,NA,0.48777251995292,0.999967687271458
"GOBP_ANTIBODY_DEPENDENT_CELLULAR_CYTOTOXICITY",0.438178299761367,-0.836079912713622,-0.767399144147992,-0.491806321500631,0.759973082399658,-0.734350627332054,2.1410454915054,NA,0.0322703696991026,0.525572128621099,2.99374814279247,NA,0.00275573319414073,0.999969541172179,3.0109077421862,NA,0.00260467978816781,0.958666352344729,0.15756750157917,NA,0.874797613596464,0.999983754542063,0.562330279853553,NA,0.573891011514456,0.999923386906292,-2.74093271196883,NA,0.0061265052571869,0.999983542278874,-3.63975519371227,NA,0.000272897364499299,0.999967687271458
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING",0.393947969161956,-0.00417708650781445,0.0891868299093886,-0.468988998526531,-0.0598466094171672,-0.0890144091567327,1.98665586350356,NA,0.046960546031732,0.542804116041864,0.756712022649694,NA,0.449222410372409,0.999969541172179,0.940542948025613,NA,0.346939130582448,0.998628111233479,0.214141564347194,NA,0.830436663834033,0.999983754542063,-0.880837642766846,NA,0.378405702316228,0.999923386906292,-0.895744984806758,NA,0.370388978706029,0.999983542278874,-0.0710224982487277,NA,0.943379849689789,0.999967687271458
"GOBP_LYMPHANGIOGENESIS",0.475148629325287,-0.340729042738283,-0.0471769018804927,-0.402869707115617,-0.396317716797578,-0.334033521487189,2.02138726728057,NA,0.0432396917274171,0.531112259927753,1.29692963965087,NA,0.194655397134454,0.999969541172179,1.92754505104731,NA,0.0539117392772839,0.97489073664957,0.673307588815796,NA,0.5007516258253,0.999983754542063,-0.15957426174968,NA,0.873216455283858,0.999923386906292,-0.0143447258494505,NA,0.988554957227074,0.999983542278874,0.151670021580402,NA,0.879447202895567,0.999967687271458
"GOBP_STARTLE_RESPONSE",0.438415288189542,0.36156762291181,0.498708827805191,-0.662416645319556,-0.476734541873113,-0.0748831988238005,2.53449588512442,NA,0.0112609249611825,0.46106863985183,-0.149724109314009,NA,0.880982286107151,0.999969541172179,0.181556262598336,NA,0.855930975668317,0.998628111233479,0.314589382149003,NA,0.753073441959139,0.999983754542063,-1.36206137481438,NA,0.173178516686909,0.999923386906292,-0.406557167046873,NA,0.6843332618519,0.999983542278874,0.978551414402644,NA,0.327801675538944,0.999967687271458
"GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",0.362557793636022,-0.43334232717384,0.141985991247871,-0.588407837995968,-0.443943712214924,-0.175860104544758,2.18936725303387,NA,0.028570157802714,0.506548193207088,0.547672796865509,NA,0.58391659413667,0.999969541172179,1.8803306449926,NA,0.0600630292682584,0.984214692871466,1.31965046625692,NA,0.186951745168672,0.999983754542063,-0.956381113849192,NA,0.338879722850999,0.999923386906292,-0.316300559200763,NA,0.751774386746409,0.999983542278874,0.652811229447795,NA,0.513877983268732,0.999967687271458
