"","C09_C","C09_R","C09_S","A33_C","A33_R","A33_S","CC_AC_stat","CC_AC_df","CC_AC_p_value","CC_AC_padj","CC_CS_stat","CC_CS_df","CC_CS_p_value","CC_CS_padj","CC_CR_stat","CC_CR_df","CC_CR_p_value","CC_CR_padj","CS_CR_stat","CS_CR_df","CS_CR_p_value","CS_CR_padj","AC_AS_stat","AC_AS_df","AC_AS_p_value","AC_AS_padj","AC_AR_stat","AC_AR_df","AC_AR_p_value","AC_AR_padj","AS_AR_stat","AS_AR_df","AS_AR_p_value","AS_AR_padj"
"GOBP_SINGLE_STRAND_BREAK_REPAIR",-0.5682134459298,-0.69874177788564,-0.357836256008625,0.55255671538953,0.477683890416218,0.0959659921703257,-2.42147285107482,NA,0.01545775563301,0.398689631150817,-0.47067535099232,NA,0.63787258921508,0.999994235664428,0.29686465342813,NA,0.766569842771462,0.999996848898849,0.780685806553188,NA,0.43498731051584,0.999920228836662,1.05848658598612,NA,0.289833663080624,0.999923386906292,0.163935129606246,NA,0.869782211771425,0.999983542278874,-0.929532575651031,NA,0.352613151233692,0.999967687271458
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.421895357622999,-0.579243803818757,-0.285240855079929,0.699758164470036,0.481609030382098,0.688428898729236,-2.42341291239272,NA,0.0153754393027219,0.398689631150817,-0.305723416762717,NA,0.759815242443041,0.999994235664428,0.357835410067844,NA,0.720466489425036,0.999996848898849,0.673241396542756,NA,0.500793728998497,0.999920228836662,0.0262684784697901,NA,0.979043196768383,0.999923386906292,0.477662097982879,NA,0.632890725063927,0.999983542278874,0.50370215835428,NA,0.614470691428565,0.999967687271458
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.574250960243983,-0.12465501973847,-0.536010857120454,0.601946794917563,0.478349087499157,0.158230940601408,-2.54126401793591,NA,0.0110452478934209,0.398689631150817,-0.0855573576124336,NA,0.931818297801713,0.999994235664428,-1.02238797932889,NA,0.306597307578037,0.999996848898849,-0.941919018454748,NA,0.346234102272757,0.999920228836662,1.02865994253894,NA,0.303639499581898,0.999923386906292,0.27062269740486,NA,0.786681237022254,0.999983542278874,-0.77953321576326,NA,0.435665679082761,0.999967687271458
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.541386627701308,-0.253575677735859,-0.495472732496609,0.618267534934009,0.568104734771285,0.330181564905766,-2.50551287328334,NA,0.0122273947144004,0.398689631150817,-0.102724716480834,NA,0.918181456499519,0.999994235664428,-0.654492371068475,NA,0.512794640582942,0.999996848898849,-0.553898300112702,NA,0.579648448549575,0.999920228836662,0.667884214784553,NA,0.504207504269551,0.999923386906292,0.109836613484785,NA,0.912538953338511,0.999983542278874,-0.579406957440915,NA,0.562314610674966,0.999967687271458
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.564546794410534,-0.189196045856011,-0.581415090667939,0.648351648351551,0.579146521360474,0.217403115112017,-2.62058792319365,NA,0.00877782920648646,0.398689631150817,0.0377409899340835,NA,0.969894194021417,0.999994235664428,-0.853557706840807,NA,0.393350100686228,0.999996848898849,-0.898117248059349,NA,0.369123044508039,0.999920228836662,0.999083267057437,NA,0.317754356283515,0.999923386906292,0.151533570546229,NA,0.879554831119826,0.999983542278874,-0.880929616534836,NA,0.37835591630385,0.999967687271458
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.496098880661575,-0.287918719261398,-0.00301712687668323,0.456611195311245,0.17758813939516,0.38963050837489,-2.05829222318898,NA,0.0395620902668986,0.433976081079738,-1.10312398611626,NA,0.269973325762193,0.999994235664428,-0.473406881906432,NA,0.635922920975887,0.999996848898849,0.652341626918236,NA,0.514180811968971,0.999920228836662,0.155279196181443,NA,0.876601215720292,0.999923386906292,0.610882423713603,NA,0.541277421560985,0.999983542278874,0.516343055275735,NA,0.605614830100984,0.999967687271458
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.597846242736097,-0.304746770182128,-0.470433179981692,0.53329779096832,0.516018667242285,0.157277139451697,-2.44389168114862,NA,0.0145297881965082,0.398689631150817,-0.285068167054627,NA,0.775591917629853,0.999994235664428,-0.66653466090541,NA,0.505069416759043,0.999996848898849,-0.379391860278398,NA,0.704396894122404,0.999920228836662,0.871704823396909,NA,0.383369428241624,0.999923386906292,0.0378330362285352,NA,0.969820804118122,0.999983542278874,-0.873595990994943,NA,0.382338310231503,0.999967687271458
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.500873865492261,-0.101722160654756,-0.454652719383251,0.502912088776066,0.3942081101026,0.121674360105778,-2.16866443910264,NA,0.0301081690467591,0.40787580274157,-0.103410306380023,NA,0.917637332693044,0.999994235664428,-0.907658558025317,NA,0.364058645611941,0.999996848898849,-0.808120691271781,NA,0.41902110736984,0.999920228836662,0.883789253046227,NA,0.376809988873718,0.999923386906292,0.23800187963499,NA,0.811879636350523,0.999983542278874,-0.663642241218124,NA,0.506919314833988,0.999967687271458
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.48071527118699,-0.423467145959447,-0.421108512490857,0.467124363611695,0.43276517819114,0.130964940785167,-2.04776819742858,NA,0.0405827179077363,0.435594984095926,-0.133356440818878,NA,0.89391149283413,0.999994235664428,-0.130187054102432,NA,0.896418436739427,0.999996848898849,0.00540093392165119,NA,0.995690699160455,0.999920228836662,0.779281448967065,NA,0.43581394004784,0.999923386906292,0.0752276340699492,NA,0.940033597836532,0.999983542278874,-0.734915887432461,NA,0.462390721956971,0.999967687271458
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.458891116370091,-0.421375819434228,-0.430341319278236,0.472034402673608,0.496096713433343,-0.0286546406022115,-2.01121968846068,NA,0.044302257055547,0.440440485666015,-0.0638734371672826,NA,0.949071003146872,0.999994235664428,-0.0853125003190339,NA,0.932012953947338,0.999996848898849,-0.02052973989552,NA,0.98362078806649,0.999920228836662,1.16068760621759,NA,0.245768963839299,0.999923386906292,-0.0526839491759928,NA,0.957983727965785,0.999983542278874,-1.27783984915771,NA,0.201305900536765,0.999967687271458
